name,scenario,scen_value,rank,metric,base_rank,rank_diff,xval
"GOArockfish, quillbackROCK",T6_6,6.89117377412539,14,T6_HCR_data,14,0,0.6
"GOArockfish, chinaROCK",T6_6,6.723819465566689,15,T6_HCR_data,15,0,0.6
"GOArockfish, canaryDEM1",T6_6,6.694588242902164,16,T6_HCR_data,16,0,0.6
"GOArockfish, chinaDEM1",T6_6,6.601534860755679,17,T6_HCR_data,17,0,0.6
"GOArockfish, copperROCK",T6_6,6.491066248037347,18,T6_HCR_data,18,0,0.6
"GOArockfish, copperDEM1",T6_6,6.470599447877914,19,T6_HCR_data,19,0,0.6
"GOArockfish, yellowtailROCK",T6_6,6.233215911998071,20,T6_HCR_data,20,0,0.6
"GOArockfish, canaryROCK",T6_6,6.108570602468511,21,T6_HCR_data,21,0,0.6
"BSAIshark, spiny dogfishUSRK",T6_6,5.946862839880672,22,T6_HCR_data,22,0,0.6
"GOArockfish, vermilionROCK",T6_6,5.875143524428838,23,T6_HCR_data,23,0,0.6
"GOArockfish, splitnoseROCK",T6_6,5.752315675427031,24,T6_HCR_data,24,0,0.6
"GOAgreenling, atka mackerelAMCK",T6_6,5.722242291041435,25,T6_HCR_data,25,0,0.6
"GOArockfish, darkblotchedROCK",T6_6,5.715256365132707,26,T6_HCR_data,26,0,0.6
"GOArockfish, blackgillROCK",T6_6,5.608497344391834,27,T6_HCR_data,27,0,0.6
"GOArockfish, pygmyROCK",T6_6,5.500073074907841,28,T6_HCR_data,28,0,0.6
"GOArockfish, greenstripeROCK",T6_6,5.431163500610627,29,T6_HCR_data,29,0,0.6
"GOArockfish, yellowmouthROCK",T6_6,5.333970253553954,30,T6_HCR_data,30,0,0.6
"GOArockfish, stripetailROCK",T6_6,4.7580345263112,31,T6_HCR_data,31,0,0.6
"GOArockfish, bocaccioROCK",T6_6,4.736328284171514,32,T6_HCR_data,32,0,0.6
"GOArockfish, auroraROCK",T6_6,4.349008383341537,33,T6_HCR_data,33,0,0.6
"GOArockfish, chilipepperROCK",T6_6,4.065457406347522,34,T6_HCR_data,34,0,0.6
"GOArockfish, shortbellyROCK",T6_6,3.9035714285714285,35,T6_HCR_data,35,0,0.6
GOAPacific sleeper sharkUSRK,T6_7,8.75415336274047,1,T6_HCR_data,1,0,0.7
"GOArockfish, rosethornDEM1",T6_7,8.184027859097275,2,T6_HCR_data,2,0,0.7
"GOAshark, salmonUSRK",T6_7,8.143775666560629,3,T6_HCR_data,3,0,0.7
"GOArockfish, yelloweye (red snapper)ROCK",T6_7,8.113012224984779,4,T6_HCR_data,4,0,0.7
"GOArockfish, quillbackDEM1",T6_7,8.02118086140556,5,T6_HCR_data,5,0,0.7
"GOArockfish, rosethornROCK",T6_7,7.805428827672459,6,T6_HCR_data,6,0,0.7
"BSAIshark, salmonUSRK",T6_7,7.425193928436874,7,T6_HCR_data,7,0,0.7
"BSAIoctopus, North PacificOCTP",T6_7,7.401454442631566,8,T6_HCR_data,8,0,0.7
BSAIPacific sleeper sharkUSRK,T6_7,7.3325606456277175,9,T6_HCR_data,9,0,0.7
"GOArockfish, tigerROCK",T6_7,7.261340360746009,10,T6_HCR_data,10,0,0.7
"GOAoctopus, North PacificOCTP",T6_7,7.2401154156879315,11,T6_HCR_data,11,0,0.7
"GOArockfish, widowROCK",T6_7,7.122820809046867,12,T6_HCR_data,12,0,0.7
"GOArockfish, tigerDEM1",T6_7,7.093395889703778,13,T6_HCR_data,13,0,0.7
"GOArockfish, quillbackROCK",T6_7,6.89117377412539,14,T6_HCR_data,14,0,0.7
"GOArockfish, chinaROCK",T6_7,6.723819465566689,15,T6_HCR_data,15,0,0.7
"GOArockfish, canaryDEM1",T6_7,6.694588242902164,16,T6_HCR_data,16,0,0.7
"GOArockfish, chinaDEM1",T6_7,6.601534860755679,17,T6_HCR_data,17,0,0.7
"GOArockfish, copperROCK",T6_7,6.491066248037347,18,T6_HCR_data,18,0,0.7
"GOArockfish, copperDEM1",T6_7,6.470599447877914,19,T6_HCR_data,19,0,0.7
"GOArockfish, yellowtailROCK",T6_7,6.233215911998071,20,T6_HCR_data,20,0,0.7
"GOArockfish, canaryROCK",T6_7,6.108570602468511,21,T6_HCR_data,21,0,0.7
"BSAIshark, spiny dogfishUSRK",T6_7,5.946862839880672,22,T6_HCR_data,22,0,0.7
"GOArockfish, vermilionROCK",T6_7,5.875143524428838,23,T6_HCR_data,23,0,0.7
"GOArockfish, splitnoseROCK",T6_7,5.752315675427031,24,T6_HCR_data,24,0,0.7
"GOAgreenling, atka mackerelAMCK",T6_7,5.722242291041435,25,T6_HCR_data,25,0,0.7
"GOArockfish, darkblotchedROCK",T6_7,5.715256365132707,26,T6_HCR_data,26,0,0.7
"GOArockfish, blackgillROCK",T6_7,5.608497344391834,27,T6_HCR_data,27,0,0.7
"GOArockfish, pygmyROCK",T6_7,5.500073074907841,28,T6_HCR_data,28,0,0.7
"GOArockfish, greenstripeROCK",T6_7,5.431163500610627,29,T6_HCR_data,29,0,0.7
"GOArockfish, yellowmouthROCK",T6_7,5.333970253553954,30,T6_HCR_data,30,0,0.7
"GOArockfish, stripetailROCK",T6_7,4.7580345263112,31,T6_HCR_data,31,0,0.7
"GOArockfish, bocaccioROCK",T6_7,4.736328284171514,32,T6_HCR_data,32,0,0.7
"GOArockfish, auroraROCK",T6_7,4.349008383341537,33,T6_HCR_data,33,0,0.7
"GOArockfish, chilipepperROCK",T6_7,4.065457406347522,34,T6_HCR_data,34,0,0.7
"GOArockfish, shortbellyROCK",T6_7,3.9035714285714285,35,T6_HCR_data,35,0,0.7
GOAPacific sleeper sharkUSRK,T6_8,8.75415336274047,1,T6_HCR_data,1,0,0.8
"GOArockfish, rosethornDEM1",T6_8,8.184027859097275,2,T6_HCR_data,2,0,0.8
"GOAshark, salmonUSRK",T6_8,8.143775666560629,3,T6_HCR_data,3,0,0.8
"GOArockfish, yelloweye (red snapper)ROCK",T6_8,8.113012224984779,4,T6_HCR_data,4,0,0.8
"GOArockfish, quillbackDEM1",T6_8,8.02118086140556,5,T6_HCR_data,5,0,0.8
"GOArockfish, rosethornROCK",T6_8,7.805428827672459,6,T6_HCR_data,6,0,0.8
"BSAIshark, salmonUSRK",T6_8,7.425193928436874,7,T6_HCR_data,7,0,0.8
"BSAIoctopus, North PacificOCTP",T6_8,7.401454442631566,8,T6_HCR_data,8,0,0.8
BSAIPacific sleeper sharkUSRK,T6_8,7.3325606456277175,9,T6_HCR_data,9,0,0.8
"GOArockfish, tigerROCK",T6_8,7.261340360746009,10,T6_HCR_data,10,0,0.8
"GOAoctopus, North PacificOCTP",T6_8,7.2401154156879315,11,T6_HCR_data,11,0,0.8
"GOArockfish, widowROCK",T6_8,7.122820809046867,12,T6_HCR_data,12,0,0.8
"GOArockfish, tigerDEM1",T6_8,7.093395889703778,13,T6_HCR_data,13,0,0.8
"GOArockfish, quillbackROCK",T6_8,6.89117377412539,14,T6_HCR_data,14,0,0.8
"GOArockfish, chinaROCK",T6_8,6.723819465566689,15,T6_HCR_data,15,0,0.8
"GOArockfish, canaryDEM1",T6_8,6.694588242902164,16,T6_HCR_data,16,0,0.8
"GOArockfish, chinaDEM1",T6_8,6.601534860755679,17,T6_HCR_data,17,0,0.8
"GOArockfish, copperROCK",T6_8,6.491066248037347,18,T6_HCR_data,18,0,0.8
"GOArockfish, copperDEM1",T6_8,6.470599447877914,19,T6_HCR_data,19,0,0.8
"GOArockfish, yellowtailROCK",T6_8,6.233215911998071,20,T6_HCR_data,20,0,0.8
"GOArockfish, canaryROCK",T6_8,6.108570602468511,21,T6_HCR_data,21,0,0.8
"BSAIshark, spiny dogfishUSRK",T6_8,5.946862839880672,22,T6_HCR_data,22,0,0.8
"GOArockfish, vermilionROCK",T6_8,5.875143524428838,23,T6_HCR_data,23,0,0.8
"GOArockfish, splitnoseROCK",T6_8,5.752315675427031,24,T6_HCR_data,24,0,0.8
"GOAgreenling, atka mackerelAMCK",T6_8,5.722242291041435,25,T6_HCR_data,25,0,0.8
"GOArockfish, darkblotchedROCK",T6_8,5.715256365132707,26,T6_HCR_data,26,0,0.8
"GOArockfish, blackgillROCK",T6_8,5.608497344391834,27,T6_HCR_data,27,0,0.8
"GOArockfish, pygmyROCK",T6_8,5.500073074907841,28,T6_HCR_data,28,0,0.8
"GOArockfish, greenstripeROCK",T6_8,5.431163500610627,29,T6_HCR_data,29,0,0.8
"GOArockfish, yellowmouthROCK",T6_8,5.333970253553954,30,T6_HCR_data,30,0,0.8
"GOArockfish, stripetailROCK",T6_8,4.7580345263112,31,T6_HCR_data,31,0,0.8
"GOArockfish, bocaccioROCK",T6_8,4.736328284171514,32,T6_HCR_data,32,0,0.8
"GOArockfish, auroraROCK",T6_8,4.349008383341537,33,T6_HCR_data,33,0,0.8
"GOArockfish, chilipepperROCK",T6_8,4.065457406347522,34,T6_HCR_data,34,0,0.8
"GOArockfish, shortbellyROCK",T6_8,3.9035714285714285,35,T6_HCR_data,35,0,0.8
GOAPacific sleeper sharkUSRK,T6_9,8.75415336274047,1,T6_HCR_data,1,0,0.9
"GOArockfish, rosethornDEM1",T6_9,8.184027859097275,2,T6_HCR_data,2,0,0.9
"GOAshark, salmonUSRK",T6_9,8.143775666560629,3,T6_HCR_data,3,0,0.9
"GOArockfish, yelloweye (red snapper)ROCK",T6_9,8.113012224984779,4,T6_HCR_data,4,0,0.9
"GOArockfish, quillbackDEM1",T6_9,8.02118086140556,5,T6_HCR_data,5,0,0.9
"GOArockfish, rosethornROCK",T6_9,7.805428827672459,6,T6_HCR_data,6,0,0.9
"BSAIshark, salmonUSRK",T6_9,7.425193928436874,7,T6_HCR_data,7,0,0.9
"BSAIoctopus, North PacificOCTP",T6_9,7.401454442631566,8,T6_HCR_data,8,0,0.9
BSAIPacific sleeper sharkUSRK,T6_9,7.3325606456277175,9,T6_HCR_data,9,0,0.9
"GOArockfish, tigerROCK",T6_9,7.261340360746009,10,T6_HCR_data,10,0,0.9
"GOAoctopus, North PacificOCTP",T6_9,7.2401154156879315,11,T6_HCR_data,11,0,0.9
"GOArockfish, widowROCK",T6_9,7.122820809046867,12,T6_HCR_data,12,0,0.9
"GOArockfish, tigerDEM1",T6_9,7.093395889703778,13,T6_HCR_data,13,0,0.9
"GOArockfish, quillbackROCK",T6_9,6.89117377412539,14,T6_HCR_data,14,0,0.9
"GOArockfish, chinaROCK",T6_9,6.723819465566689,15,T6_HCR_data,15,0,0.9
"GOArockfish, canaryDEM1",T6_9,6.694588242902164,16,T6_HCR_data,16,0,0.9
"GOArockfish, chinaDEM1",T6_9,6.601534860755679,17,T6_HCR_data,17,0,0.9
"GOArockfish, copperROCK",T6_9,6.491066248037347,18,T6_HCR_data,18,0,0.9
"GOArockfish, copperDEM1",T6_9,6.470599447877914,19,T6_HCR_data,19,0,0.9
"GOArockfish, yellowtailROCK",T6_9,6.233215911998071,20,T6_HCR_data,20,0,0.9
"GOArockfish, canaryROCK",T6_9,6.108570602468511,21,T6_HCR_data,21,0,0.9
"BSAIshark, spiny dogfishUSRK",T6_9,5.946862839880672,22,T6_HCR_data,22,0,0.9
"GOArockfish, vermilionROCK",T6_9,5.875143524428838,23,T6_HCR_data,23,0,0.9
"GOArockfish, splitnoseROCK",T6_9,5.752315675427031,24,T6_HCR_data,24,0,0.9
"GOAgreenling, atka mackerelAMCK",T6_9,5.722242291041435,25,T6_HCR_data,25,0,0.9
"GOArockfish, darkblotchedROCK",T6_9,5.715256365132707,26,T6_HCR_data,26,0,0.9
"GOArockfish, blackgillROCK",T6_9,5.608497344391834,27,T6_HCR_data,27,0,0.9
"GOArockfish, pygmyROCK",T6_9,5.500073074907841,28,T6_HCR_data,28,0,0.9
"GOArockfish, greenstripeROCK",T6_9,5.431163500610627,29,T6_HCR_data,29,0,0.9
"GOArockfish, yellowmouthROCK",T6_9,5.333970253553954,30,T6_HCR_data,30,0,0.9
"GOArockfish, stripetailROCK",T6_9,4.7580345263112,31,T6_HCR_data,31,0,0.9
"GOArockfish, bocaccioROCK",T6_9,4.736328284171514,32,T6_HCR_data,32,0,0.9
"GOArockfish, auroraROCK",T6_9,4.349008383341537,33,T6_HCR_data,33,0,0.9
"GOArockfish, chilipepperROCK",T6_9,4.065457406347522,34,T6_HCR_data,34,0,0.9
"GOArockfish, shortbellyROCK",T6_9,3.9035714285714285,35,T6_HCR_data,35,0,0.9
GOAPacific sleeper sharkUSRK,T6_10,8.75415336274047,1,T6_HCR_data,1,0,1
"GOArockfish, rosethornDEM1",T6_10,8.184027859097275,2,T6_HCR_data,2,0,1
"GOAshark, salmonUSRK",T6_10,8.143775666560629,3,T6_HCR_data,3,0,1
"GOArockfish, yelloweye (red snapper)ROCK",T6_10,8.113012224984779,4,T6_HCR_data,4,0,1
"GOArockfish, quillbackDEM1",T6_10,8.02118086140556,5,T6_HCR_data,5,0,1
"GOArockfish, rosethornROCK",T6_10,7.805428827672459,6,T6_HCR_data,6,0,1
"BSAIshark, salmonUSRK",T6_10,7.425193928436874,7,T6_HCR_data,7,0,1
"BSAIoctopus, North PacificOCTP",T6_10,7.401454442631566,8,T6_HCR_data,8,0,1
BSAIPacific sleeper sharkUSRK,T6_10,7.3325606456277175,9,T6_HCR_data,9,0,1
"GOArockfish, tigerROCK",T6_10,7.261340360746009,10,T6_HCR_data,10,0,1
"GOAoctopus, North PacificOCTP",T6_10,7.2401154156879315,11,T6_HCR_data,11,0,1
"GOArockfish, widowROCK",T6_10,7.122820809046867,12,T6_HCR_data,12,0,1
"GOArockfish, tigerDEM1",T6_10,7.093395889703778,13,T6_HCR_data,13,0,1
"GOArockfish, quillbackROCK",T6_10,6.89117377412539,14,T6_HCR_data,14,0,1
"GOArockfish, chinaROCK",T6_10,6.723819465566689,15,T6_HCR_data,15,0,1
"GOArockfish, canaryDEM1",T6_10,6.694588242902164,16,T6_HCR_data,16,0,1
"GOArockfish, chinaDEM1",T6_10,6.601534860755679,17,T6_HCR_data,17,0,1
"GOArockfish, copperROCK",T6_10,6.491066248037347,18,T6_HCR_data,18,0,1
"GOArockfish, copperDEM1",T6_10,6.470599447877914,19,T6_HCR_data,19,0,1
"GOArockfish, yellowtailROCK",T6_10,6.233215911998071,20,T6_HCR_data,20,0,1
"GOArockfish, canaryROCK",T6_10,6.108570602468511,21,T6_HCR_data,21,0,1
"BSAIshark, spiny dogfishUSRK",T6_10,5.946862839880672,22,T6_HCR_data,22,0,1
"GOArockfish, vermilionROCK",T6_10,5.875143524428838,23,T6_HCR_data,23,0,1
"GOArockfish, splitnoseROCK",T6_10,5.752315675427031,24,T6_HCR_data,24,0,1
"GOAgreenling, atka mackerelAMCK",T6_10,5.722242291041435,25,T6_HCR_data,25,0,1
"GOArockfish, darkblotchedROCK",T6_10,5.715256365132707,26,T6_HCR_data,26,0,1
"GOArockfish, blackgillROCK",T6_10,5.608497344391834,27,T6_HCR_data,27,0,1
"GOArockfish, pygmyROCK",T6_10,5.500073074907841,28,T6_HCR_data,28,0,1
"GOArockfish, greenstripeROCK",T6_10,5.431163500610627,29,T6_HCR_data,29,0,1
"GOArockfish, yellowmouthROCK",T6_10,5.333970253553954,30,T6_HCR_data,30,0,1
"GOArockfish, stripetailROCK",T6_10,4.7580345263112,31,T6_HCR_data,31,0,1
"GOArockfish, bocaccioROCK",T6_10,4.736328284171514,32,T6_HCR_data,32,0,1
"GOArockfish, auroraROCK",T6_10,4.349008383341537,33,T6_HCR_data,33,0,1
"GOArockfish, chilipepperROCK",T6_10,4.065457406347522,34,T6_HCR_data,34,0,1
"GOArockfish, shortbellyROCK",T6_10,3.9035714285714285,35,T6_HCR_data,35,0,1
GOAPacific sleeper sharkUSRK,edge_0,8.75415336274047,1,edge_dist,1,0,0
"GOArockfish, rosethornDEM1",edge_0,8.184027859097275,2,edge_dist,2,0,0
"GOAshark, salmonUSRK",edge_0,8.143775666560629,3,edge_dist,3,0,0
"GOArockfish, yelloweye (red snapper)ROCK",edge_0,8.113012224984779,4,edge_dist,4,0,0
"GOArockfish, quillbackDEM1",edge_0,8.02118086140556,5,edge_dist,5,0,0
"GOArockfish, rosethornROCK",edge_0,7.805428827672459,6,edge_dist,6,0,0
"BSAIshark, salmonUSRK",edge_0,7.425193928436874,7,edge_dist,7,0,0
"BSAIoctopus, North PacificOCTP",edge_0,7.401454442631566,8,edge_dist,8,0,0
BSAIPacific sleeper sharkUSRK,edge_0,7.3325606456277175,9,edge_dist,9,0,0
"GOArockfish, tigerROCK",edge_0,7.261340360746009,10,edge_dist,10,0,0
"GOAoctopus, North PacificOCTP",edge_0,7.2401154156879315,11,edge_dist,11,0,0
"GOArockfish, widowROCK",edge_0,7.122820809046867,12,edge_dist,12,0,0
"GOArockfish, tigerDEM1",edge_0,7.093395889703778,13,edge_dist,13,0,0
"GOArockfish, quillbackROCK",edge_0,6.89117377412539,14,edge_dist,14,0,0
"GOArockfish, chinaROCK",edge_0,6.723819465566689,15,edge_dist,15,0,0
"GOArockfish, canaryDEM1",edge_0,6.694588242902164,16,edge_dist,16,0,0
"GOArockfish, chinaDEM1",edge_0,6.601534860755679,17,edge_dist,17,0,0
"GOArockfish, copperROCK",edge_0,6.491066248037347,18,edge_dist,18,0,0
"GOArockfish, copperDEM1",edge_0,6.470599447877914,19,edge_dist,19,0,0
"GOArockfish, yellowtailROCK",edge_0,6.233215911998071,20,edge_dist,20,0,0
"GOArockfish, canaryROCK",edge_0,6.108570602468511,21,edge_dist,21,0,0
"BSAIshark, spiny dogfishUSRK",edge_0,5.946862839880672,22,edge_dist,22,0,0
"GOArockfish, vermilionROCK",edge_0,5.875143524428838,23,edge_dist,23,0,0
"GOArockfish, splitnoseROCK",edge_0,5.752315675427031,24,edge_dist,24,0,0
"GOAgreenling, atka mackerelAMCK",edge_0,5.722242291041435,25,edge_dist,25,0,0
"GOArockfish, darkblotchedROCK",edge_0,5.715256365132707,26,edge_dist,26,0,0
"GOArockfish, blackgillROCK",edge_0,5.608497344391834,27,edge_dist,27,0,0
"GOArockfish, pygmyROCK",edge_0,5.500073074907841,28,edge_dist,28,0,0
"GOArockfish, greenstripeROCK",edge_0,5.431163500610627,29,edge_dist,29,0,0
"GOArockfish, yellowmouthROCK",edge_0,5.333970253553954,30,edge_dist,30,0,0
"GOArockfish, stripetailROCK",edge_0,4.7580345263112,31,edge_dist,31,0,0
"GOArockfish, bocaccioROCK",edge_0,4.736328284171514,32,edge_dist,32,0,0
"GOArockfish, auroraROCK",edge_0,4.349008383341537,33,edge_dist,33,0,0
"GOArockfish, chilipepperROCK",edge_0,4.065457406347522,34,edge_dist,34,0,0
"GOArockfish, shortbellyROCK",edge_0,3.9035714285714285,35,edge_dist,35,0,0
GOAPacific sleeper sharkUSRK,edge_1,8.75415336274047,1,edge_dist,1,0,0.1
"GOArockfish, rosethornDEM1",edge_1,8.184027859097275,2,edge_dist,2,0,0.1
"GOAshark, salmonUSRK",edge_1,8.143775666560629,3,edge_dist,3,0,0.1
"GOArockfish, yelloweye (red snapper)ROCK",edge_1,8.113012224984779,4,edge_dist,4,0,0.1
"GOArockfish, quillbackDEM1",edge_1,8.02118086140556,5,edge_dist,5,0,0.1
"GOArockfish, rosethornROCK",edge_1,7.805428827672459,6,edge_dist,6,0,0.1
"BSAIshark, salmonUSRK",edge_1,7.425193928436874,7,edge_dist,7,0,0.1
"BSAIoctopus, North PacificOCTP",edge_1,7.401454442631566,8,edge_dist,8,0,0.1
BSAIPacific sleeper sharkUSRK,edge_1,7.3325606456277175,9,edge_dist,9,0,0.1
"GOArockfish, tigerROCK",edge_1,7.261340360746009,10,edge_dist,10,0,0.1
"GOAoctopus, North PacificOCTP",edge_1,7.2401154156879315,11,edge_dist,11,0,0.1
"GOArockfish, widowROCK",edge_1,7.122820809046867,12,edge_dist,12,0,0.1
"GOArockfish, tigerDEM1",edge_1,7.093395889703778,13,edge_dist,13,0,0.1
"GOArockfish, quillbackROCK",edge_1,6.89117377412539,14,edge_dist,14,0,0.1
"GOArockfish, chinaROCK",edge_1,6.723819465566689,15,edge_dist,15,0,0.1
"GOArockfish, canaryDEM1",edge_1,6.694588242902164,16,edge_dist,16,0,0.1
"GOArockfish, chinaDEM1",edge_1,6.601534860755679,17,edge_dist,17,0,0.1
"GOArockfish, copperROCK",edge_1,6.491066248037347,18,edge_dist,18,0,0.1
"GOArockfish, copperDEM1",edge_1,6.470599447877914,19,edge_dist,19,0,0.1
"GOArockfish, yellowtailROCK",edge_1,6.233215911998071,20,edge_dist,20,0,0.1
"GOArockfish, canaryROCK",edge_1,6.108570602468511,21,edge_dist,21,0,0.1
"BSAIshark, spiny dogfishUSRK",edge_1,5.946862839880672,22,edge_dist,22,0,0.1
"GOArockfish, vermilionROCK",edge_1,5.875143524428838,23,edge_dist,23,0,0.1
"GOArockfish, splitnoseROCK",edge_1,5.752315675427031,24,edge_dist,24,0,0.1
"GOAgreenling, atka mackerelAMCK",edge_1,5.722242291041435,25,edge_dist,25,0,0.1
"GOArockfish, darkblotchedROCK",edge_1,5.715256365132707,26,edge_dist,26,0,0.1
"GOArockfish, blackgillROCK",edge_1,5.608497344391834,27,edge_dist,27,0,0.1
"GOArockfish, pygmyROCK",edge_1,5.500073074907841,28,edge_dist,28,0,0.1
"GOArockfish, greenstripeROCK",edge_1,5.431163500610627,29,edge_dist,29,0,0.1
"GOArockfish, yellowmouthROCK",edge_1,5.333970253553954,30,edge_dist,30,0,0.1
"GOArockfish, stripetailROCK",edge_1,4.7580345263112,31,edge_dist,31,0,0.1
"GOArockfish, bocaccioROCK",edge_1,4.736328284171514,32,edge_dist,32,0,0.1
"GOArockfish, auroraROCK",edge_1,4.349008383341537,33,edge_dist,33,0,0.1
"GOArockfish, chilipepperROCK",edge_1,4.065457406347522,34,edge_dist,34,0,0.1
"GOArockfish, shortbellyROCK",edge_1,3.9035714285714285,35,edge_dist,35,0,0.1
GOAPacific sleeper sharkUSRK,edge_2,8.75415336274047,1,edge_dist,1,0,0.2
"GOArockfish, rosethornDEM1",edge_2,8.184027859097275,2,edge_dist,2,0,0.2
"GOAshark, salmonUSRK",edge_2,8.143775666560629,3,edge_dist,3,0,0.2
"GOArockfish, yelloweye (red snapper)ROCK",edge_2,8.113012224984779,4,edge_dist,4,0,0.2
"GOArockfish, quillbackDEM1",edge_2,8.02118086140556,5,edge_dist,5,0,0.2
"GOArockfish, rosethornROCK",edge_2,7.805428827672459,6,edge_dist,6,0,0.2
"BSAIshark, salmonUSRK",edge_2,7.425193928436874,7,edge_dist,7,0,0.2
"BSAIoctopus, North PacificOCTP",edge_2,7.401454442631566,8,edge_dist,8,0,0.2
BSAIPacific sleeper sharkUSRK,edge_2,7.3325606456277175,9,edge_dist,9,0,0.2
"GOArockfish, tigerROCK",edge_2,7.261340360746009,10,edge_dist,10,0,0.2
"GOAoctopus, North PacificOCTP",edge_2,7.2401154156879315,11,edge_dist,11,0,0.2
"GOArockfish, widowROCK",edge_2,7.122820809046867,12,edge_dist,12,0,0.2
"GOArockfish, tigerDEM1",edge_2,7.093395889703778,13,edge_dist,13,0,0.2
"GOArockfish, quillbackROCK",edge_2,6.89117377412539,14,edge_dist,14,0,0.2
"GOArockfish, chinaROCK",edge_2,6.723819465566689,15,edge_dist,15,0,0.2
"GOArockfish, canaryDEM1",edge_2,6.694588242902164,16,edge_dist,16,0,0.2
"GOArockfish, chinaDEM1",edge_2,6.601534860755679,17,edge_dist,17,0,0.2
"GOArockfish, copperROCK",edge_2,6.491066248037347,18,edge_dist,18,0,0.2
"GOArockfish, copperDEM1",edge_2,6.470599447877914,19,edge_dist,19,0,0.2
"GOArockfish, yellowtailROCK",edge_2,6.233215911998071,20,edge_dist,20,0,0.2
"GOArockfish, canaryROCK",edge_2,6.108570602468511,21,edge_dist,21,0,0.2
"BSAIshark, spiny dogfishUSRK",edge_2,5.946862839880672,22,edge_dist,22,0,0.2
"GOArockfish, vermilionROCK",edge_2,5.875143524428838,23,edge_dist,23,0,0.2
"GOArockfish, splitnoseROCK",edge_2,5.752315675427031,24,edge_dist,24,0,0.2
"GOAgreenling, atka mackerelAMCK",edge_2,5.722242291041435,25,edge_dist,25,0,0.2
"GOArockfish, darkblotchedROCK",edge_2,5.715256365132707,26,edge_dist,26,0,0.2
"GOArockfish, blackgillROCK",edge_2,5.608497344391834,27,edge_dist,27,0,0.2
"GOArockfish, pygmyROCK",edge_2,5.500073074907841,28,edge_dist,28,0,0.2
"GOArockfish, greenstripeROCK",edge_2,5.431163500610627,29,edge_dist,29,0,0.2
"GOArockfish, yellowmouthROCK",edge_2,5.333970253553954,30,edge_dist,30,0,0.2
"GOArockfish, stripetailROCK",edge_2,4.7580345263112,31,edge_dist,31,0,0.2
"GOArockfish, bocaccioROCK",edge_2,4.736328284171514,32,edge_dist,32,0,0.2
"GOArockfish, auroraROCK",edge_2,4.349008383341537,33,edge_dist,33,0,0.2
"GOArockfish, chilipepperROCK",edge_2,4.065457406347522,34,edge_dist,34,0,0.2
"GOArockfish, shortbellyROCK",edge_2,3.9035714285714285,35,edge_dist,35,0,0.2
GOAPacific sleeper sharkUSRK,edge_3,8.75415336274047,1,edge_dist,1,0,0.3
"GOArockfish, rosethornDEM1",edge_3,8.184027859097275,2,edge_dist,2,0,0.3
"GOAshark, salmonUSRK",edge_3,8.143775666560629,3,edge_dist,3,0,0.3
"GOArockfish, yelloweye (red snapper)ROCK",edge_3,8.113012224984779,4,edge_dist,4,0,0.3
"GOArockfish, quillbackDEM1",edge_3,8.02118086140556,5,edge_dist,5,0,0.3
"GOArockfish, rosethornROCK",edge_3,7.805428827672459,6,edge_dist,6,0,0.3
"BSAIshark, salmonUSRK",edge_3,7.425193928436874,7,edge_dist,7,0,0.3
"BSAIoctopus, North PacificOCTP",edge_3,7.401454442631566,8,edge_dist,8,0,0.3
BSAIPacific sleeper sharkUSRK,edge_3,7.3325606456277175,9,edge_dist,9,0,0.3
"GOArockfish, tigerROCK",edge_3,7.261340360746009,10,edge_dist,10,0,0.3
"GOAoctopus, North PacificOCTP",edge_3,7.2401154156879315,11,edge_dist,11,0,0.3
"GOArockfish, widowROCK",edge_3,7.122820809046867,12,edge_dist,12,0,0.3
"GOArockfish, tigerDEM1",edge_3,7.093395889703778,13,edge_dist,13,0,0.3
"GOArockfish, quillbackROCK",edge_3,6.89117377412539,14,edge_dist,14,0,0.3
"GOArockfish, chinaROCK",edge_3,6.723819465566689,15,edge_dist,15,0,0.3
"GOArockfish, canaryDEM1",edge_3,6.694588242902164,16,edge_dist,16,0,0.3
"GOArockfish, chinaDEM1",edge_3,6.601534860755679,17,edge_dist,17,0,0.3
"GOArockfish, copperROCK",edge_3,6.491066248037347,18,edge_dist,18,0,0.3
"GOArockfish, copperDEM1",edge_3,6.470599447877914,19,edge_dist,19,0,0.3
"GOArockfish, yellowtailROCK",edge_3,6.233215911998071,20,edge_dist,20,0,0.3
"GOArockfish, canaryROCK",edge_3,6.108570602468511,21,edge_dist,21,0,0.3
"BSAIshark, spiny dogfishUSRK",edge_3,5.946862839880672,22,edge_dist,22,0,0.3
"GOArockfish, vermilionROCK",edge_3,5.875143524428838,23,edge_dist,23,0,0.3
"GOArockfish, splitnoseROCK",edge_3,5.752315675427031,24,edge_dist,24,0,0.3
"GOAgreenling, atka mackerelAMCK",edge_3,5.722242291041435,25,edge_dist,25,0,0.3
"GOArockfish, darkblotchedROCK",edge_3,5.715256365132707,26,edge_dist,26,0,0.3
"GOArockfish, blackgillROCK",edge_3,5.608497344391834,27,edge_dist,27,0,0.3
"GOArockfish, pygmyROCK",edge_3,5.500073074907841,28,edge_dist,28,0,0.3
"GOArockfish, greenstripeROCK",edge_3,5.431163500610627,29,edge_dist,29,0,0.3
"GOArockfish, yellowmouthROCK",edge_3,5.333970253553954,30,edge_dist,30,0,0.3
