name,scenario,scen_value,rank,metric,base_rank,rank_diff,xval
"GOArockfish, chilipepperROCK",dom_8,4.065457406347522,34,dominance,34,0,0.8
"GOArockfish, shortbellyROCK",dom_8,3.9035714285714285,35,dominance,35,0,0.8
GOAPacific sleeper sharkUSRK,dom_9,8.65415336274047,1,dominance,1,0,0.9
"GOArockfish, rosethornDEM1",dom_9,8.184027859097275,2,dominance,2,0,0.9
"GOAshark, salmonUSRK",dom_9,8.143775666560629,3,dominance,3,0,0.9
"GOArockfish, yelloweye (red snapper)ROCK",dom_9,8.013012224984779,4,dominance,4,0,0.9
"GOArockfish, quillbackDEM1",dom_9,7.92118086140556,5,dominance,5,0,0.9
"GOArockfish, rosethornROCK",dom_9,7.805428827672459,6,dominance,6,0,0.9
"BSAIshark, salmonUSRK",dom_9,7.325193928436874,7,dominance,7,0,0.9
"BSAIoctopus, North PacificOCTP",dom_9,7.301454442631566,8,dominance,8,0,0.9
"GOArockfish, tigerROCK",dom_9,7.261340360746009,9,dominance,10,-1,0.9
BSAIPacific sleeper sharkUSRK,dom_9,7.232560645627718,10,dominance,9,1,0.9
"GOAoctopus, North PacificOCTP",dom_9,7.140115415687932,11,dominance,11,0,0.9
"GOArockfish, widowROCK",dom_9,7.122820809046867,12,dominance,12,0,0.9
"GOArockfish, tigerDEM1",dom_9,7.093395889703778,13,dominance,13,0,0.9
"GOArockfish, quillbackROCK",dom_9,6.89117377412539,14,dominance,14,0,0.9
"GOArockfish, chinaROCK",dom_9,6.723819465566689,15,dominance,15,0,0.9
"GOArockfish, canaryDEM1",dom_9,6.694588242902164,16,dominance,16,0,0.9
"GOArockfish, chinaDEM1",dom_9,6.601534860755679,17,dominance,17,0,0.9
"GOArockfish, copperROCK",dom_9,6.491066248037347,18,dominance,18,0,0.9
"GOArockfish, copperDEM1",dom_9,6.470599447877914,19,dominance,19,0,0.9
"GOArockfish, yellowtailROCK",dom_9,6.233215911998071,20,dominance,20,0,0.9
"GOArockfish, canaryROCK",dom_9,6.108570602468511,21,dominance,21,0,0.9
"BSAIshark, spiny dogfishUSRK",dom_9,5.946862839880672,22,dominance,22,0,0.9
"GOArockfish, vermilionROCK",dom_9,5.875143524428838,23,dominance,23,0,0.9
"GOArockfish, splitnoseROCK",dom_9,5.752315675427031,24,dominance,24,0,0.9
"GOArockfish, darkblotchedROCK",dom_9,5.715256365132707,25,dominance,26,-1,0.9
"GOAgreenling, atka mackerelAMCK",dom_9,5.6222422910414345,26,dominance,25,1,0.9
"GOArockfish, blackgillROCK",dom_9,5.608497344391834,27,dominance,27,0,0.9
"GOArockfish, pygmyROCK",dom_9,5.500073074907841,28,dominance,28,0,0.9
"GOArockfish, greenstripeROCK",dom_9,5.431163500610627,29,dominance,29,0,0.9
"GOArockfish, yellowmouthROCK",dom_9,5.333970253553954,30,dominance,30,0,0.9
"GOArockfish, stripetailROCK",dom_9,4.7580345263112,31,dominance,31,0,0.9
"GOArockfish, bocaccioROCK",dom_9,4.736328284171514,32,dominance,32,0,0.9
"GOArockfish, auroraROCK",dom_9,4.349008383341537,33,dominance,33,0,0.9
"GOArockfish, chilipepperROCK",dom_9,4.065457406347522,34,dominance,34,0,0.9
"GOArockfish, shortbellyROCK",dom_9,3.9035714285714285,35,dominance,35,0,0.9
GOAPacific sleeper sharkUSRK,dom_10,8.75415336274047,1,dominance,1,0,1
"GOArockfish, rosethornDEM1",dom_10,8.184027859097275,2,dominance,2,0,1
"GOAshark, salmonUSRK",dom_10,8.143775666560629,3,dominance,3,0,1
"GOArockfish, yelloweye (red snapper)ROCK",dom_10,8.113012224984779,4,dominance,4,0,1
"GOArockfish, quillbackDEM1",dom_10,8.02118086140556,5,dominance,5,0,1
"GOArockfish, rosethornROCK",dom_10,7.805428827672459,6,dominance,6,0,1
"BSAIshark, salmonUSRK",dom_10,7.425193928436874,7,dominance,7,0,1
"BSAIoctopus, North PacificOCTP",dom_10,7.401454442631566,8,dominance,8,0,1
BSAIPacific sleeper sharkUSRK,dom_10,7.3325606456277175,9,dominance,9,0,1
"GOArockfish, tigerROCK",dom_10,7.261340360746009,10,dominance,10,0,1
"GOAoctopus, North PacificOCTP",dom_10,7.2401154156879315,11,dominance,11,0,1
"GOArockfish, widowROCK",dom_10,7.122820809046867,12,dominance,12,0,1
"GOArockfish, tigerDEM1",dom_10,7.093395889703778,13,dominance,13,0,1
"GOArockfish, quillbackROCK",dom_10,6.89117377412539,14,dominance,14,0,1
"GOArockfish, chinaROCK",dom_10,6.723819465566689,15,dominance,15,0,1
"GOArockfish, canaryDEM1",dom_10,6.694588242902164,16,dominance,16,0,1
"GOArockfish, chinaDEM1",dom_10,6.601534860755679,17,dominance,17,0,1
"GOArockfish, copperROCK",dom_10,6.491066248037347,18,dominance,18,0,1
"GOArockfish, copperDEM1",dom_10,6.470599447877914,19,dominance,19,0,1
"GOArockfish, yellowtailROCK",dom_10,6.233215911998071,20,dominance,20,0,1
"GOArockfish, canaryROCK",dom_10,6.108570602468511,21,dominance,21,0,1
"BSAIshark, spiny dogfishUSRK",dom_10,5.946862839880672,22,dominance,22,0,1
"GOArockfish, vermilionROCK",dom_10,5.875143524428838,23,dominance,23,0,1
"GOArockfish, splitnoseROCK",dom_10,5.752315675427031,24,dominance,24,0,1
"GOAgreenling, atka mackerelAMCK",dom_10,5.722242291041435,25,dominance,25,0,1
"GOArockfish, darkblotchedROCK",dom_10,5.715256365132707,26,dominance,26,0,1
"GOArockfish, blackgillROCK",dom_10,5.608497344391834,27,dominance,27,0,1
"GOArockfish, pygmyROCK",dom_10,5.500073074907841,28,dominance,28,0,1
"GOArockfish, greenstripeROCK",dom_10,5.431163500610627,29,dominance,29,0,1
"GOArockfish, yellowmouthROCK",dom_10,5.333970253553954,30,dominance,30,0,1
"GOArockfish, stripetailROCK",dom_10,4.7580345263112,31,dominance,31,0,1
"GOArockfish, bocaccioROCK",dom_10,4.736328284171514,32,dominance,32,0,1
"GOArockfish, auroraROCK",dom_10,4.349008383341537,33,dominance,33,0,1
"GOArockfish, chilipepperROCK",dom_10,4.065457406347522,34,dominance,34,0,1
"GOArockfish, shortbellyROCK",dom_10,3.9035714285714285,35,dominance,35,0,1
GOAPacific sleeper sharkUSRK,T6_0,8.75415336274047,1,T6_HCR_data,1,0,0
"GOArockfish, rosethornDEM1",T6_0,8.184027859097275,2,T6_HCR_data,2,0,0
"GOAshark, salmonUSRK",T6_0,8.143775666560629,3,T6_HCR_data,3,0,0
"GOArockfish, yelloweye (red snapper)ROCK",T6_0,8.113012224984779,4,T6_HCR_data,4,0,0
"GOArockfish, quillbackDEM1",T6_0,8.02118086140556,5,T6_HCR_data,5,0,0
"GOArockfish, rosethornROCK",T6_0,7.805428827672459,6,T6_HCR_data,6,0,0
"BSAIshark, salmonUSRK",T6_0,7.425193928436874,7,T6_HCR_data,7,0,0
"BSAIoctopus, North PacificOCTP",T6_0,7.401454442631566,8,T6_HCR_data,8,0,0
BSAIPacific sleeper sharkUSRK,T6_0,7.3325606456277175,9,T6_HCR_data,9,0,0
"GOArockfish, tigerROCK",T6_0,7.261340360746009,10,T6_HCR_data,10,0,0
"GOAoctopus, North PacificOCTP",T6_0,7.2401154156879315,11,T6_HCR_data,11,0,0
"GOArockfish, widowROCK",T6_0,7.122820809046867,12,T6_HCR_data,12,0,0
"GOArockfish, tigerDEM1",T6_0,7.093395889703778,13,T6_HCR_data,13,0,0
"GOArockfish, quillbackROCK",T6_0,6.89117377412539,14,T6_HCR_data,14,0,0
"GOArockfish, chinaROCK",T6_0,6.723819465566689,15,T6_HCR_data,15,0,0
"GOArockfish, canaryDEM1",T6_0,6.694588242902164,16,T6_HCR_data,16,0,0
"GOArockfish, chinaDEM1",T6_0,6.601534860755679,17,T6_HCR_data,17,0,0
"GOArockfish, copperROCK",T6_0,6.491066248037347,18,T6_HCR_data,18,0,0
"GOArockfish, copperDEM1",T6_0,6.470599447877914,19,T6_HCR_data,19,0,0
"GOArockfish, yellowtailROCK",T6_0,6.233215911998071,20,T6_HCR_data,20,0,0
"GOArockfish, canaryROCK",T6_0,6.108570602468511,21,T6_HCR_data,21,0,0
"BSAIshark, spiny dogfishUSRK",T6_0,5.946862839880672,22,T6_HCR_data,22,0,0
"GOArockfish, vermilionROCK",T6_0,5.875143524428838,23,T6_HCR_data,23,0,0
"GOArockfish, splitnoseROCK",T6_0,5.752315675427031,24,T6_HCR_data,24,0,0
"GOAgreenling, atka mackerelAMCK",T6_0,5.722242291041435,25,T6_HCR_data,25,0,0
"GOArockfish, darkblotchedROCK",T6_0,5.715256365132707,26,T6_HCR_data,26,0,0
"GOArockfish, blackgillROCK",T6_0,5.608497344391834,27,T6_HCR_data,27,0,0
"GOArockfish, pygmyROCK",T6_0,5.500073074907841,28,T6_HCR_data,28,0,0
"GOArockfish, greenstripeROCK",T6_0,5.431163500610627,29,T6_HCR_data,29,0,0
"GOArockfish, yellowmouthROCK",T6_0,5.333970253553954,30,T6_HCR_data,30,0,0
"GOArockfish, stripetailROCK",T6_0,4.7580345263112,31,T6_HCR_data,31,0,0
"GOArockfish, bocaccioROCK",T6_0,4.736328284171514,32,T6_HCR_data,32,0,0
"GOArockfish, auroraROCK",T6_0,4.349008383341537,33,T6_HCR_data,33,0,0
"GOArockfish, chilipepperROCK",T6_0,4.065457406347522,34,T6_HCR_data,34,0,0
"GOArockfish, shortbellyROCK",T6_0,3.9035714285714285,35,T6_HCR_data,35,0,0
GOAPacific sleeper sharkUSRK,T6_1,8.75415336274047,1,T6_HCR_data,1,0,0.1
"GOArockfish, rosethornDEM1",T6_1,8.184027859097275,2,T6_HCR_data,2,0,0.1
"GOAshark, salmonUSRK",T6_1,8.143775666560629,3,T6_HCR_data,3,0,0.1
"GOArockfish, yelloweye (red snapper)ROCK",T6_1,8.113012224984779,4,T6_HCR_data,4,0,0.1
"GOArockfish, quillbackDEM1",T6_1,8.02118086140556,5,T6_HCR_data,5,0,0.1
"GOArockfish, rosethornROCK",T6_1,7.805428827672459,6,T6_HCR_data,6,0,0.1
"BSAIshark, salmonUSRK",T6_1,7.425193928436874,7,T6_HCR_data,7,0,0.1
"BSAIoctopus, North PacificOCTP",T6_1,7.401454442631566,8,T6_HCR_data,8,0,0.1
BSAIPacific sleeper sharkUSRK,T6_1,7.3325606456277175,9,T6_HCR_data,9,0,0.1
"GOArockfish, tigerROCK",T6_1,7.261340360746009,10,T6_HCR_data,10,0,0.1
"GOAoctopus, North PacificOCTP",T6_1,7.2401154156879315,11,T6_HCR_data,11,0,0.1
"GOArockfish, widowROCK",T6_1,7.122820809046867,12,T6_HCR_data,12,0,0.1
"GOArockfish, tigerDEM1",T6_1,7.093395889703778,13,T6_HCR_data,13,0,0.1
"GOArockfish, quillbackROCK",T6_1,6.89117377412539,14,T6_HCR_data,14,0,0.1
"GOArockfish, chinaROCK",T6_1,6.723819465566689,15,T6_HCR_data,15,0,0.1
"GOArockfish, canaryDEM1",T6_1,6.694588242902164,16,T6_HCR_data,16,0,0.1
"GOArockfish, chinaDEM1",T6_1,6.601534860755679,17,T6_HCR_data,17,0,0.1
"GOArockfish, copperROCK",T6_1,6.491066248037347,18,T6_HCR_data,18,0,0.1
"GOArockfish, copperDEM1",T6_1,6.470599447877914,19,T6_HCR_data,19,0,0.1
"GOArockfish, yellowtailROCK",T6_1,6.233215911998071,20,T6_HCR_data,20,0,0.1
"GOArockfish, canaryROCK",T6_1,6.108570602468511,21,T6_HCR_data,21,0,0.1
"BSAIshark, spiny dogfishUSRK",T6_1,5.946862839880672,22,T6_HCR_data,22,0,0.1
"GOArockfish, vermilionROCK",T6_1,5.875143524428838,23,T6_HCR_data,23,0,0.1
"GOArockfish, splitnoseROCK",T6_1,5.752315675427031,24,T6_HCR_data,24,0,0.1
"GOAgreenling, atka mackerelAMCK",T6_1,5.722242291041435,25,T6_HCR_data,25,0,0.1
"GOArockfish, darkblotchedROCK",T6_1,5.715256365132707,26,T6_HCR_data,26,0,0.1
"GOArockfish, blackgillROCK",T6_1,5.608497344391834,27,T6_HCR_data,27,0,0.1
"GOArockfish, pygmyROCK",T6_1,5.500073074907841,28,T6_HCR_data,28,0,0.1
"GOArockfish, greenstripeROCK",T6_1,5.431163500610627,29,T6_HCR_data,29,0,0.1
"GOArockfish, yellowmouthROCK",T6_1,5.333970253553954,30,T6_HCR_data,30,0,0.1
"GOArockfish, stripetailROCK",T6_1,4.7580345263112,31,T6_HCR_data,31,0,0.1
"GOArockfish, bocaccioROCK",T6_1,4.736328284171514,32,T6_HCR_data,32,0,0.1
"GOArockfish, auroraROCK",T6_1,4.349008383341537,33,T6_HCR_data,33,0,0.1
"GOArockfish, chilipepperROCK",T6_1,4.065457406347522,34,T6_HCR_data,34,0,0.1
"GOArockfish, shortbellyROCK",T6_1,3.9035714285714285,35,T6_HCR_data,35,0,0.1
GOAPacific sleeper sharkUSRK,T6_2,8.75415336274047,1,T6_HCR_data,1,0,0.2
"GOArockfish, rosethornDEM1",T6_2,8.184027859097275,2,T6_HCR_data,2,0,0.2
"GOAshark, salmonUSRK",T6_2,8.143775666560629,3,T6_HCR_data,3,0,0.2
"GOArockfish, yelloweye (red snapper)ROCK",T6_2,8.113012224984779,4,T6_HCR_data,4,0,0.2
"GOArockfish, quillbackDEM1",T6_2,8.02118086140556,5,T6_HCR_data,5,0,0.2
"GOArockfish, rosethornROCK",T6_2,7.805428827672459,6,T6_HCR_data,6,0,0.2
"BSAIshark, salmonUSRK",T6_2,7.425193928436874,7,T6_HCR_data,7,0,0.2
"BSAIoctopus, North PacificOCTP",T6_2,7.401454442631566,8,T6_HCR_data,8,0,0.2
BSAIPacific sleeper sharkUSRK,T6_2,7.3325606456277175,9,T6_HCR_data,9,0,0.2
"GOArockfish, tigerROCK",T6_2,7.261340360746009,10,T6_HCR_data,10,0,0.2
"GOAoctopus, North PacificOCTP",T6_2,7.2401154156879315,11,T6_HCR_data,11,0,0.2
"GOArockfish, widowROCK",T6_2,7.122820809046867,12,T6_HCR_data,12,0,0.2
"GOArockfish, tigerDEM1",T6_2,7.093395889703778,13,T6_HCR_data,13,0,0.2
"GOArockfish, quillbackROCK",T6_2,6.89117377412539,14,T6_HCR_data,14,0,0.2
"GOArockfish, chinaROCK",T6_2,6.723819465566689,15,T6_HCR_data,15,0,0.2
"GOArockfish, canaryDEM1",T6_2,6.694588242902164,16,T6_HCR_data,16,0,0.2
"GOArockfish, chinaDEM1",T6_2,6.601534860755679,17,T6_HCR_data,17,0,0.2
"GOArockfish, copperROCK",T6_2,6.491066248037347,18,T6_HCR_data,18,0,0.2
"GOArockfish, copperDEM1",T6_2,6.470599447877914,19,T6_HCR_data,19,0,0.2
"GOArockfish, yellowtailROCK",T6_2,6.233215911998071,20,T6_HCR_data,20,0,0.2
"GOArockfish, canaryROCK",T6_2,6.108570602468511,21,T6_HCR_data,21,0,0.2
"BSAIshark, spiny dogfishUSRK",T6_2,5.946862839880672,22,T6_HCR_data,22,0,0.2
"GOArockfish, vermilionROCK",T6_2,5.875143524428838,23,T6_HCR_data,23,0,0.2
"GOArockfish, splitnoseROCK",T6_2,5.752315675427031,24,T6_HCR_data,24,0,0.2
"GOAgreenling, atka mackerelAMCK",T6_2,5.722242291041435,25,T6_HCR_data,25,0,0.2
"GOArockfish, darkblotchedROCK",T6_2,5.715256365132707,26,T6_HCR_data,26,0,0.2
"GOArockfish, blackgillROCK",T6_2,5.608497344391834,27,T6_HCR_data,27,0,0.2
"GOArockfish, pygmyROCK",T6_2,5.500073074907841,28,T6_HCR_data,28,0,0.2
"GOArockfish, greenstripeROCK",T6_2,5.431163500610627,29,T6_HCR_data,29,0,0.2
"GOArockfish, yellowmouthROCK",T6_2,5.333970253553954,30,T6_HCR_data,30,0,0.2
"GOArockfish, stripetailROCK",T6_2,4.7580345263112,31,T6_HCR_data,31,0,0.2
"GOArockfish, bocaccioROCK",T6_2,4.736328284171514,32,T6_HCR_data,32,0,0.2
"GOArockfish, auroraROCK",T6_2,4.349008383341537,33,T6_HCR_data,33,0,0.2
"GOArockfish, chilipepperROCK",T6_2,4.065457406347522,34,T6_HCR_data,34,0,0.2
"GOArockfish, shortbellyROCK",T6_2,3.9035714285714285,35,T6_HCR_data,35,0,0.2
GOAPacific sleeper sharkUSRK,T6_3,8.75415336274047,1,T6_HCR_data,1,0,0.3
"GOArockfish, rosethornDEM1",T6_3,8.184027859097275,2,T6_HCR_data,2,0,0.3
"GOAshark, salmonUSRK",T6_3,8.143775666560629,3,T6_HCR_data,3,0,0.3
"GOArockfish, yelloweye (red snapper)ROCK",T6_3,8.113012224984779,4,T6_HCR_data,4,0,0.3
"GOArockfish, quillbackDEM1",T6_3,8.02118086140556,5,T6_HCR_data,5,0,0.3
"GOArockfish, rosethornROCK",T6_3,7.805428827672459,6,T6_HCR_data,6,0,0.3
"BSAIshark, salmonUSRK",T6_3,7.425193928436874,7,T6_HCR_data,7,0,0.3
"BSAIoctopus, North PacificOCTP",T6_3,7.401454442631566,8,T6_HCR_data,8,0,0.3
BSAIPacific sleeper sharkUSRK,T6_3,7.3325606456277175,9,T6_HCR_data,9,0,0.3
"GOArockfish, tigerROCK",T6_3,7.261340360746009,10,T6_HCR_data,10,0,0.3
"GOAoctopus, North PacificOCTP",T6_3,7.2401154156879315,11,T6_HCR_data,11,0,0.3
"GOArockfish, widowROCK",T6_3,7.122820809046867,12,T6_HCR_data,12,0,0.3
"GOArockfish, tigerDEM1",T6_3,7.093395889703778,13,T6_HCR_data,13,0,0.3
"GOArockfish, quillbackROCK",T6_3,6.89117377412539,14,T6_HCR_data,14,0,0.3
"GOArockfish, chinaROCK",T6_3,6.723819465566689,15,T6_HCR_data,15,0,0.3
"GOArockfish, canaryDEM1",T6_3,6.694588242902164,16,T6_HCR_data,16,0,0.3
"GOArockfish, chinaDEM1",T6_3,6.601534860755679,17,T6_HCR_data,17,0,0.3
"GOArockfish, copperROCK",T6_3,6.491066248037347,18,T6_HCR_data,18,0,0.3
"GOArockfish, copperDEM1",T6_3,6.470599447877914,19,T6_HCR_data,19,0,0.3
"GOArockfish, yellowtailROCK",T6_3,6.233215911998071,20,T6_HCR_data,20,0,0.3
"GOArockfish, canaryROCK",T6_3,6.108570602468511,21,T6_HCR_data,21,0,0.3
"BSAIshark, spiny dogfishUSRK",T6_3,5.946862839880672,22,T6_HCR_data,22,0,0.3
"GOArockfish, vermilionROCK",T6_3,5.875143524428838,23,T6_HCR_data,23,0,0.3
"GOArockfish, splitnoseROCK",T6_3,5.752315675427031,24,T6_HCR_data,24,0,0.3
"GOAgreenling, atka mackerelAMCK",T6_3,5.722242291041435,25,T6_HCR_data,25,0,0.3
"GOArockfish, darkblotchedROCK",T6_3,5.715256365132707,26,T6_HCR_data,26,0,0.3
"GOArockfish, blackgillROCK",T6_3,5.608497344391834,27,T6_HCR_data,27,0,0.3
"GOArockfish, pygmyROCK",T6_3,5.500073074907841,28,T6_HCR_data,28,0,0.3
"GOArockfish, greenstripeROCK",T6_3,5.431163500610627,29,T6_HCR_data,29,0,0.3
"GOArockfish, yellowmouthROCK",T6_3,5.333970253553954,30,T6_HCR_data,30,0,0.3
"GOArockfish, stripetailROCK",T6_3,4.7580345263112,31,T6_HCR_data,31,0,0.3
"GOArockfish, bocaccioROCK",T6_3,4.736328284171514,32,T6_HCR_data,32,0,0.3
"GOArockfish, auroraROCK",T6_3,4.349008383341537,33,T6_HCR_data,33,0,0.3
"GOArockfish, chilipepperROCK",T6_3,4.065457406347522,34,T6_HCR_data,34,0,0.3
"GOArockfish, shortbellyROCK",T6_3,3.9035714285714285,35,T6_HCR_data,35,0,0.3
GOAPacific sleeper sharkUSRK,T6_4,8.75415336274047,1,T6_HCR_data,1,0,0.4
"GOArockfish, rosethornDEM1",T6_4,8.184027859097275,2,T6_HCR_data,2,0,0.4
"GOAshark, salmonUSRK",T6_4,8.143775666560629,3,T6_HCR_data,3,0,0.4
"GOArockfish, yelloweye (red snapper)ROCK",T6_4,8.113012224984779,4,T6_HCR_data,4,0,0.4
"GOArockfish, quillbackDEM1",T6_4,8.02118086140556,5,T6_HCR_data,5,0,0.4
"GOArockfish, rosethornROCK",T6_4,7.805428827672459,6,T6_HCR_data,6,0,0.4
"BSAIshark, salmonUSRK",T6_4,7.425193928436874,7,T6_HCR_data,7,0,0.4
"BSAIoctopus, North PacificOCTP",T6_4,7.401454442631566,8,T6_HCR_data,8,0,0.4
BSAIPacific sleeper sharkUSRK,T6_4,7.3325606456277175,9,T6_HCR_data,9,0,0.4
"GOArockfish, tigerROCK",T6_4,7.261340360746009,10,T6_HCR_data,10,0,0.4
"GOAoctopus, North PacificOCTP",T6_4,7.2401154156879315,11,T6_HCR_data,11,0,0.4
"GOArockfish, widowROCK",T6_4,7.122820809046867,12,T6_HCR_data,12,0,0.4
"GOArockfish, tigerDEM1",T6_4,7.093395889703778,13,T6_HCR_data,13,0,0.4
"GOArockfish, quillbackROCK",T6_4,6.89117377412539,14,T6_HCR_data,14,0,0.4
"GOArockfish, chinaROCK",T6_4,6.723819465566689,15,T6_HCR_data,15,0,0.4
"GOArockfish, canaryDEM1",T6_4,6.694588242902164,16,T6_HCR_data,16,0,0.4
"GOArockfish, chinaDEM1",T6_4,6.601534860755679,17,T6_HCR_data,17,0,0.4
"GOArockfish, copperROCK",T6_4,6.491066248037347,18,T6_HCR_data,18,0,0.4
"GOArockfish, copperDEM1",T6_4,6.470599447877914,19,T6_HCR_data,19,0,0.4
"GOArockfish, yellowtailROCK",T6_4,6.233215911998071,20,T6_HCR_data,20,0,0.4
"GOArockfish, canaryROCK",T6_4,6.108570602468511,21,T6_HCR_data,21,0,0.4
"BSAIshark, spiny dogfishUSRK",T6_4,5.946862839880672,22,T6_HCR_data,22,0,0.4
"GOArockfish, vermilionROCK",T6_4,5.875143524428838,23,T6_HCR_data,23,0,0.4
"GOArockfish, splitnoseROCK",T6_4,5.752315675427031,24,T6_HCR_data,24,0,0.4
"GOAgreenling, atka mackerelAMCK",T6_4,5.722242291041435,25,T6_HCR_data,25,0,0.4
"GOArockfish, darkblotchedROCK",T6_4,5.715256365132707,26,T6_HCR_data,26,0,0.4
"GOArockfish, blackgillROCK",T6_4,5.608497344391834,27,T6_HCR_data,27,0,0.4
"GOArockfish, pygmyROCK",T6_4,5.500073074907841,28,T6_HCR_data,28,0,0.4
"GOArockfish, greenstripeROCK",T6_4,5.431163500610627,29,T6_HCR_data,29,0,0.4
"GOArockfish, yellowmouthROCK",T6_4,5.333970253553954,30,T6_HCR_data,30,0,0.4
"GOArockfish, stripetailROCK",T6_4,4.7580345263112,31,T6_HCR_data,31,0,0.4
"GOArockfish, bocaccioROCK",T6_4,4.736328284171514,32,T6_HCR_data,32,0,0.4
"GOArockfish, auroraROCK",T6_4,4.349008383341537,33,T6_HCR_data,33,0,0.4
"GOArockfish, chilipepperROCK",T6_4,4.065457406347522,34,T6_HCR_data,34,0,0.4
"GOArockfish, shortbellyROCK",T6_4,3.9035714285714285,35,T6_HCR_data,35,0,0.4
GOAPacific sleeper sharkUSRK,T6_5,8.75415336274047,1,T6_HCR_data,1,0,0.5
"GOArockfish, rosethornDEM1",T6_5,8.184027859097275,2,T6_HCR_data,2,0,0.5
"GOAshark, salmonUSRK",T6_5,8.143775666560629,3,T6_HCR_data,3,0,0.5
"GOArockfish, yelloweye (red snapper)ROCK",T6_5,8.113012224984779,4,T6_HCR_data,4,0,0.5
"GOArockfish, quillbackDEM1",T6_5,8.02118086140556,5,T6_HCR_data,5,0,0.5
"GOArockfish, rosethornROCK",T6_5,7.805428827672459,6,T6_HCR_data,6,0,0.5
"BSAIshark, salmonUSRK",T6_5,7.425193928436874,7,T6_HCR_data,7,0,0.5
"BSAIoctopus, North PacificOCTP",T6_5,7.401454442631566,8,T6_HCR_data,8,0,0.5
BSAIPacific sleeper sharkUSRK,T6_5,7.3325606456277175,9,T6_HCR_data,9,0,0.5
"GOArockfish, tigerROCK",T6_5,7.261340360746009,10,T6_HCR_data,10,0,0.5
"GOAoctopus, North PacificOCTP",T6_5,7.2401154156879315,11,T6_HCR_data,11,0,0.5
"GOArockfish, widowROCK",T6_5,7.122820809046867,12,T6_HCR_data,12,0,0.5
"GOArockfish, tigerDEM1",T6_5,7.093395889703778,13,T6_HCR_data,13,0,0.5
"GOArockfish, quillbackROCK",T6_5,6.89117377412539,14,T6_HCR_data,14,0,0.5
"GOArockfish, chinaROCK",T6_5,6.723819465566689,15,T6_HCR_data,15,0,0.5
"GOArockfish, canaryDEM1",T6_5,6.694588242902164,16,T6_HCR_data,16,0,0.5
"GOArockfish, chinaDEM1",T6_5,6.601534860755679,17,T6_HCR_data,17,0,0.5
"GOArockfish, copperROCK",T6_5,6.491066248037347,18,T6_HCR_data,18,0,0.5
"GOArockfish, copperDEM1",T6_5,6.470599447877914,19,T6_HCR_data,19,0,0.5
"GOArockfish, yellowtailROCK",T6_5,6.233215911998071,20,T6_HCR_data,20,0,0.5
"GOArockfish, canaryROCK",T6_5,6.108570602468511,21,T6_HCR_data,21,0,0.5
"BSAIshark, spiny dogfishUSRK",T6_5,5.946862839880672,22,T6_HCR_data,22,0,0.5
"GOArockfish, vermilionROCK",T6_5,5.875143524428838,23,T6_HCR_data,23,0,0.5
"GOArockfish, splitnoseROCK",T6_5,5.752315675427031,24,T6_HCR_data,24,0,0.5
"GOAgreenling, atka mackerelAMCK",T6_5,5.722242291041435,25,T6_HCR_data,25,0,0.5
"GOArockfish, darkblotchedROCK",T6_5,5.715256365132707,26,T6_HCR_data,26,0,0.5
"GOArockfish, blackgillROCK",T6_5,5.608497344391834,27,T6_HCR_data,27,0,0.5
"GOArockfish, pygmyROCK",T6_5,5.500073074907841,28,T6_HCR_data,28,0,0.5
"GOArockfish, greenstripeROCK",T6_5,5.431163500610627,29,T6_HCR_data,29,0,0.5
"GOArockfish, yellowmouthROCK",T6_5,5.333970253553954,30,T6_HCR_data,30,0,0.5
"GOArockfish, stripetailROCK",T6_5,4.7580345263112,31,T6_HCR_data,31,0,0.5
"GOArockfish, bocaccioROCK",T6_5,4.736328284171514,32,T6_HCR_data,32,0,0.5
"GOArockfish, auroraROCK",T6_5,4.349008383341537,33,T6_HCR_data,33,0,0.5
"GOArockfish, chilipepperROCK",T6_5,4.065457406347522,34,T6_HCR_data,34,0,0.5
"GOArockfish, shortbellyROCK",T6_5,3.9035714285714285,35,T6_HCR_data,35,0,0.5
GOAPacific sleeper sharkUSRK,T6_6,8.75415336274047,1,T6_HCR_data,1,0,0.6
"GOArockfish, rosethornDEM1",T6_6,8.184027859097275,2,T6_HCR_data,2,0,0.6
"GOAshark, salmonUSRK",T6_6,8.143775666560629,3,T6_HCR_data,3,0,0.6
"GOArockfish, yelloweye (red snapper)ROCK",T6_6,8.113012224984779,4,T6_HCR_data,4,0,0.6
"GOArockfish, quillbackDEM1",T6_6,8.02118086140556,5,T6_HCR_data,5,0,0.6
"GOArockfish, rosethornROCK",T6_6,7.805428827672459,6,T6_HCR_data,6,0,0.6
"BSAIshark, salmonUSRK",T6_6,7.425193928436874,7,T6_HCR_data,7,0,0.6
"BSAIoctopus, North PacificOCTP",T6_6,7.401454442631566,8,T6_HCR_data,8,0,0.6
BSAIPacific sleeper sharkUSRK,T6_6,7.3325606456277175,9,T6_HCR_data,9,0,0.6
"GOArockfish, tigerROCK",T6_6,7.261340360746009,10,T6_HCR_data,10,0,0.6
"GOAoctopus, North PacificOCTP",T6_6,7.2401154156879315,11,T6_HCR_data,11,0,0.6
"GOArockfish, widowROCK",T6_6,7.122820809046867,12,T6_HCR_data,12,0,0.6
"GOArockfish, tigerDEM1",T6_6,7.093395889703778,13,T6_HCR_data,13,0,0.6
